學年度,學期,設立別 ,學校類別,學校代碼,學校名稱,系所代碼,系所名稱,學制,國家,中文名稱,英文名稱,小計,男,女
103,1,公立,一般大學,0003,國立臺灣大學,520401,化學工程學系,學士班(日間),德國,亞亨大學,RWTH Aachen Universität,1,0,1
103,1,公立,一般大學,0003,國立臺灣大學,310501,心理學系,學士班(日間),法國,里爾天主教大學,Université Catholique de Lille,1,0,1
103,1,公立,一般大學,0003,國立臺灣大學,310501,心理學系,學士班(日間),南韓,首爾國立大學,Seoul National University,1,0,1
103,1,公立,一般大學,0003,國立臺灣大學,310501,心理學系,學士班(日間),美國,夏威夷大學 馬諾校區,University of Hawaii at Manoa,1,1,0
103,1,公立,一般大學,0003,國立臺灣大學,310501,心理學系,學士班(日間),日本,琉球大學,University of the Ryukyus,1,0,1
103,1,公立,一般大學,0003,國立臺灣大學,220320,日本語文學系,學士班(日間),日本,九州大學,Kyushu University,1,1,0
103,1,公立,一般大學,0003,國立臺灣大學,220320,日本語文學系,學士班(日間),日本,上智大學,Sophia University,1,1,0
103,1,公立,一般大學,0003,國立臺灣大學,220320,日本語文學系,學士班(日間),日本,同志社大學,Doshisha University,4,1,3
103,1,公立,一般大學,0003,國立臺灣大學,220320,日本語文學系,學士班(日間),日本,名古屋大學,Nagoya University,2,1,1
103,1,公立,一般大學,0003,國立臺灣大學,220320,日本語文學系,學士班(日間),日本,名古屋外國語大學,Nagoya University of Foreign Studies,1,0,1
103,1,公立,一般大學,0003,國立臺灣大學,220320,日本語文學系,學士班(日間),日本,京都大學,Kyoto University,1,1,0
103,1,公立,一般大學,0003,國立臺灣大學,220320,日本語文學系,學士班(日間),日本,日本大學,Nihon University,1,0,1
103,1,公立,一般大學,0003,國立臺灣大學,220320,日本語文學系,學士班(日間),日本,北海道大學,Hokkaido University,1,0,1
103,1,公立,一般大學,0003,國立臺灣大學,220320,日本語文學系,學士班(日間),日本,東京學藝大學,Tokyo Gakugei University,1,0,1
103,1,公立,一般大學,0003,國立臺灣大學,220320,日本語文學系,學士班(日間),日本,金澤大學,Kanazawa University,1,1,0
103,1,公立,一般大學,0003,國立臺灣大學,220320,日本語文學系,學士班(日間),中國大陸,廈門大學,Xiamen University,1,0,1
103,1,公立,一般大學,0003,國立臺灣大學,220320,日本語文學系,學士班(日間),日本,橫濱國立大學,Yokohama National University,1,0,1
103,1,公立,一般大學,0003,國立臺灣大學,220301,外國語文學系,學士班(日間),加拿大,不列顛哥倫比亞大學,University of British Columbia,1,0,1
103,1,公立,一般大學,0003,國立臺灣大學,220301,外國語文學系,學士班(日間),美國,天普大學,Temple University,1,0,1
103,1,公立,一般大學,0003,國立臺灣大學,220301,外國語文學系,學士班(日間),西班牙,巴塞隆納自治大學,Universitat Autònoma de Barcelona,2,1,1
103,1,公立,一般大學,0003,國立臺灣大學,220301,外國語文學系,學士班(日間),法國,巴黎高等政治學院,Institut d’Études Politiques de Paris (Sciences Po),7,0,7
103,1,公立,一般大學,0003,國立臺灣大學,220301,外國語文學系,學士班(日間),日本,日本大學,Nihon University,1,0,1
103,1,公立,一般大學,0003,國立臺灣大學,220301,外國語文學系,學士班(日間),美國,加州大學柏克萊分校,"University of California, Berkeley",1,0,1
103,1,公立,一般大學,0003,國立臺灣大學,220301,外國語文學系,學士班(日間),美國,北卡羅萊納大學教堂山分校,The University of North Carolina at Chapel Hill,1,0,1
103,1,公立,一般大學,0003,國立臺灣大學,220301,外國語文學系,學士班(日間),土耳其,布魯塞爾自由大學,Université Libre de Bruxelles,1,1,0
103,1,公立,一般大學,0003,國立臺灣大學,220301,外國語文學系,學士班(日間),日本,名古屋外國語大學,Nagoya University of Foreign Studies,2,0,2
103,1,公立,一般大學,0003,國立臺灣大學,220301,外國語文學系,學士班(日間),德國,艾朗根紐倫堡大學,Friedrich-Alexander-Universität Erlangen-Nürnberg,2,0,2
103,1,公立,一般大學,0003,國立臺灣大學,220320,日本語文學系,學士班(日間),日本,青山學院大學,Aoyama Gakuin University,1,0,1
103,1,公立,一般大學,0003,國立臺灣大學,220320,日本語文學系,學士班(日間),日本,神戶大學,Kobe University,1,0,1
103,1,公立,一般大學,0003,國立臺灣大學,220320,日本語文學系,學士班(日間),日本,神奈川大學,Kanagawa University,1,0,1
103,1,公立,一般大學,0003,國立臺灣大學,220320,日本語文學系,學士班(日間),美國,馬里蘭大學,University of Maryland,1,0,1
103,1,公立,一般大學,0003,國立臺灣大學,220320,日本語文學系,學士班(日間),日本,御茶水女子大學,Ochanomizu University,1,0,1
103,1,公立,一般大學,0003,國立臺灣大學,220320,日本語文學系,學士班(日間),日本,創價大學,Soka University,2,0,2
103,1,公立,一般大學,0003,國立臺灣大學,220301,外國語文學系,學士班(日間),加拿大,西門菲沙大學,Simon Fraser University,1,0,1
103,1,公立,一般大學,0003,國立臺灣大學,220301,外國語文學系,學士班(日間),美國,亞利桑那州立大學,Arizona State University,2,0,2
103,1,公立,一般大學,0003,國立臺灣大學,220301,外國語文學系,學士班(日間),法國,法國翰尼第一大學,Université de Rennes 1,2,1,1
103,1,公立,一般大學,0003,國立臺灣大學,220301,外國語文學系,學士班(日間),美國,威斯康辛大學麥迪遜分校,University of Wisconsin-Madison,1,0,1
103,1,公立,一般大學,0003,國立臺灣大學,220301,外國語文學系,學士班(日間),香港,香港中文大學,The Chinese University of Hong Kong,1,1,0
103,1,公立,一般大學,0003,國立臺灣大學,220301,外國語文學系,學士班(日間),香港,香港城市大學,City University of Hong Kong,1,0,1
103,1,公立,一般大學,0003,國立臺灣大學,220301,外國語文學系,學士班(日間),瑞典,烏普薩拉大學,Uppsala University,1,1,0
103,1,公立,一般大學,0003,國立臺灣大學,220301,外國語文學系,學士班(日間),美國,紐約州立大學 阿爾伯尼校區,State University of New York at Albany,1,1,0
103,1,公立,一般大學,0003,國立臺灣大學,220301,外國語文學系,學士班(日間),美國,馬里蘭大學,University of Maryland,1,0,1
103,1,公立,一般大學,0003,國立臺灣大學,220301,外國語文學系,學士班(日間),西班牙,馬德里自治大學,Universidad Autónoma de Madrid,1,0,1
103,1,公立,一般大學,0003,國立臺灣大學,220301,外國語文學系,學士班(日間),南非,斯泰倫博斯大學,Stellenbosch University,1,1,0
103,1,公立,一般大學,0003,國立臺灣大學,220301,外國語文學系,學士班(日間),美國,奧瑞岡大學,University of Oregon,1,0,1
103,1,公立,一般大學,0003,國立臺灣大學,220301,外國語文學系,學士班(日間),新加坡,新加坡國立大學,National University of Singapore,1,0,1
103,1,公立,一般大學,0003,國立臺灣大學,220301,外國語文學系,學士班(日間),荷蘭,葛洛寧恩大學,University of Groningen,2,0,2
103,1,公立,一般大學,0003,國立臺灣大學,220301,外國語文學系,學士班(日間),德國,漢堡大學,Universität Hamburg,1,0,1
103,1,公立,一般大學,0003,國立臺灣大學,220301,外國語文學系,學士班(日間),奧地利,維也納大學,Universität Wien,2,1,1
103,1,公立,一般大學,0003,國立臺灣大學,220301,外國語文學系,學士班(日間),加拿大,維多利亞大學,University of Victoria,1,0,1
103,1,公立,一般大學,0003,國立臺灣大學,220301,外國語文學系,學士班(日間),德國,慕尼黑大學,Ludwig-Maximilians-Universität München,1,0,1
103,1,公立,一般大學,0003,國立臺灣大學,220301,外國語文學系,學士班(日間),西班牙,薩拉曼卡大學,University of Salamanca,1,0,1
103,1,公立,一般大學,0003,國立臺灣大學,220301,外國語文學系,學士班(日間),西班牙,龐貝法布拉大學,Universitat Pompeu Fabra,1,0,1
103,1,公立,一般大學,0003,國立臺灣大學,220301,外國語文學系,學士班(日間),日本,關西學院大學,Kwansei Gakuin University,1,1,0
103,1,公立,一般大學,0003,國立臺灣大學,420310,生化科技學系,學士班(日間),德國,柏林洪堡大學,Humboldt-Universität zu Berlin,1,0,1
103,1,公立,一般大學,0003,國立臺灣大學,420103,生命科學系,學士班(日間),加拿大,不列顛哥倫比亞大學,University of British Columbia,2,1,1
103,1,公立,一般大學,0003,國立臺灣大學,620510,生物產業傳播暨發展學系,學士班(日間),日本,早稻田大學,Waseda University,1,0,1
103,1,公立,一般大學,0003,國立臺灣大學,620510,生物產業傳播暨發展學系,學士班(日間),中國大陸,清華大學,Tsinghua University,1,0,1
103,1,公立,一般大學,0003,國立臺灣大學,620510,生物產業傳播暨發展學系,學士班(日間),新加坡,新加坡管理大學,Singapore Management University,1,0,1
103,1,公立,一般大學,0003,國立臺灣大學,620510,生物產業傳播暨發展學系,學士班(日間),加拿大,維多利亞大學,University of Victoria,1,0,1
103,1,公立,一般大學,0003,國立臺灣大學,620510,生物產業傳播暨發展學系,學士班(日間),日本,橫濱國立大學,Yokohama National University,1,0,1
103,1,公立,一般大學,0003,國立臺灣大學,520315,生物環境系統工程學系,學士班(日間),德國,亞亨大學,RWTH Aachen Universität,1,1,0
103,1,公立,一般大學,0003,國立臺灣大學,310602,地理環境資源學系,學士班(日間),中國大陸,中山大學,Sun Yat-sen University,1,0,1
103,1,公立,一般大學,0003,國立臺灣大學,310602,地理環境資源學系,學士班(日間),日本,東京工業大學,Tokyo Institute of Technology,1,1,0
103,1,公立,一般大學,0003,國立臺灣大學,310602,地理環境資源學系,學士班(日間),南韓,順天大學,Sunchon National University,1,0,1
103,1,公立,一般大學,0003,國立臺灣大學,440203,地質科學系,學士班(日間),日本,東北大學,Tohoku University,3,1,2
103,1,公立,一般大學,0003,國立臺灣大學,440203,地質科學系,學士班(日間),法國,特魯瓦科技大學,Université de Technologie de Troyes,1,1,0
103,1,公立,一般大學,0003,國立臺灣大學,380101,法律學系,學士班(日間),日本,名古屋大學,Nagoya University,1,0,1
103,1,公立,一般大學,0003,國立臺灣大學,380101,法律學系,學士班(日間),日本,東北大學,Tohoku University,1,0,1
103,1,公立,一般大學,0003,國立臺灣大學,380101,法律學系,學士班(日間),日本,東京外國語大學,Tokyo University of Foreign Studies,1,0,1
103,1,公立,一般大學,0003,國立臺灣大學,380101,法律學系,學士班(日間),德國,波昂大學,Universität Bonn,2,0,2
103,1,公立,一般大學,0003,國立臺灣大學,380101,法律學系,學士班(日間),英國,倫敦大學亞非學院,"School of Oriental and African Studies, University of London",1,0,1
103,1,公立,一般大學,0003,國立臺灣大學,380101,法律學系,學士班(日間),德國,斯圖加特大學,Universität Stuttgart,1,0,1
103,1,公立,一般大學,0003,國立臺灣大學,380101,法律學系,學士班(日間),荷蘭,葛洛寧恩大學,University of Groningen,1,0,1
103,1,公立,一般大學,0003,國立臺灣大學,380101,法律學系,學士班(日間),德國,慕尼黑大學,Ludwig-Maximilians-Universität München,1,0,1
103,1,公立,一般大學,0003,國立臺灣大學,720401,物理治療學系,學士班(日間),加拿大,西門菲沙大學,Simon Fraser University,2,0,2
103,1,公立,一般大學,0003,國立臺灣大學,720401,物理治療學系,學士班(日間),日本,東京學藝大學,Tokyo Gakugei University,2,0,2
103,1,公立,一般大學,0003,國立臺灣大學,440301,物理學系,學士班(日間),法國,女性高等綜合理工學院,EPF-École d'Ingénieurs Généralistes,1,1,0
103,1,公立,一般大學,0003,國立臺灣大學,520502,材料科學與工程學系,學士班(日間),美國,加州大學,University of California,1,1,0
103,1,公立,一般大學,0003,國立臺灣大學,440301,物理學系,學士班(日間),中國大陸,西安交通大學,Xi'an Jiaotong University,1,1,0
103,1,公立,一般大學,0003,國立臺灣大學,760301,社會工作學系,學士班(日間),中國大陸,中國人民大學,Renmin University of China,1,0,1
103,1,公立,一般大學,0003,國立臺灣大學,760301,社會工作學系,學士班(日間),美國,丹莫伊爾兒童少年中心,Don Moyer Boys & Girls Club,1,0,1
103,1,公立,一般大學,0003,國立臺灣大學,760301,社會工作學系,學士班(日間),美國,加州大學柏克萊分校,"University of California, Berkeley",1,1,0
103,1,公立,一般大學,0003,國立臺灣大學,760301,社會工作學系,學士班(日間),日本,同志社大學,Doshisha University,1,1,0
103,1,公立,一般大學,0003,國立臺灣大學,760301,社會工作學系,學士班(日間),美國,朋友圈老人日間照顧中心,Circle of Friends Adult Day Center,1,1,0
103,1,公立,一般大學,0003,國立臺灣大學,310301,社會學系,學士班(日間),美國,加州大學柏克萊分校,"University of California, Berkeley",2,0,2
103,1,公立,一般大學,0003,國立臺灣大學,310301,社會學系,學士班(日間),美國,紐約州立大學 阿爾伯尼校區,State University of New York at Albany,1,0,1
103,1,公立,一般大學,0003,國立臺灣大學,310301,社會學系,學士班(日間),日本,國際教養大學,Akita International University,1,0,1
103,1,公立,一般大學,0003,國立臺灣大學,310201,政治學系,學士班(日間),中國大陸,中國農業大學,China Agricultural University,1,0,1
103,1,公立,一般大學,0003,國立臺灣大學,310201,政治學系,學士班(日間),法國,巴黎高等政治學院,Institut d’Études Politiques de Paris (Sciences Po),1,1,0
103,1,公立,一般大學,0003,國立臺灣大學,310201,政治學系,學士班(日間),美國,北卡羅萊納州立大學,North Carolina State University,2,0,2
103,1,公立,一般大學,0003,國立臺灣大學,310201,政治學系,學士班(日間),日本,北海道大學,Hokkaido University,1,1,0
103,1,公立,一般大學,0003,國立臺灣大學,310201,政治學系,學士班(日間),中國大陸,四川大學,Sichuan University,1,0,1
103,1,公立,一般大學,0003,國立臺灣大學,310201,政治學系,學士班(日間),日本,早稻田大學,Waseda University,1,0,1
103,1,公立,一般大學,0003,國立臺灣大學,310201,政治學系,學士班(日間),泰國,朱拉隆功大學,Chulalongkorn University,1,0,1
103,1,公立,一般大學,0003,國立臺灣大學,310201,政治學系,學士班(日間),法國,里爾天主教大學,Université Catholique de Lille,1,0,1
103,1,公立,一般大學,0003,國立臺灣大學,310201,政治學系,學士班(日間),美國,亞利桑那州立大學,Arizona State University,1,1,0
103,1,公立,一般大學,0003,國立臺灣大學,310201,政治學系,學士班(日間),拉脫維亞,拉脫維亞大學,University of Latvia,1,0,1
103,1,公立,一般大學,0003,國立臺灣大學,310201,政治學系,學士班(日間),日本,東京學藝大學,Tokyo Gakugei University,1,1,0
103,1,公立,一般大學,0003,國立臺灣大學,310201,政治學系,學士班(日間),葡萄牙,波爾圖大學,Universidade do Porto,1,0,1
103,1,公立,一般大學,0003,國立臺灣大學,310201,政治學系,學士班(日間),日本,長崎大學,Nagasaki University,1,0,1
103,1,公立,一般大學,0003,國立臺灣大學,310201,政治學系,學士班(日間),美國,威斯康辛大學麥迪遜分校,University of Wisconsin-Madison,2,0,2
103,1,公立,一般大學,0003,國立臺灣大學,310201,政治學系,學士班(日間),捷克,查理士大學,Charles University in Prague,2,1,1
103,1,公立,一般大學,0003,國立臺灣大學,310201,政治學系,學士班(日間),科威特,科威特大學,Kuwait University,1,1,0
103,1,公立,一般大學,0003,國立臺灣大學,310201,政治學系,學士班(日間),香港,香港大學,The University of Hong Kong,1,0,1
103,1,公立,一般大學,0003,國立臺灣大學,310201,政治學系,學士班(日間),英國,倫敦政經學院,The London School of Economics and Political Science,1,0,1
103,1,公立,一般大學,0003,國立臺灣大學,310201,政治學系,學士班(日間),美國,紐約州立大學 阿爾伯尼校區,State University of New York at Albany,2,1,1
103,1,公立,一般大學,0003,國立臺灣大學,310201,政治學系,學士班(日間),南韓,釜山大學,Pusan National University,1,0,1
103,1,公立,一般大學,0003,國立臺灣大學,310201,政治學系,學士班(日間),西班牙,馬德里大學,​Complutense University of Madrid,1,0,1
103,1,公立,一般大學,0003,國立臺灣大學,310201,政治學系,學士班(日間),智利,智利天主教大學,Pontificia Universidad Católica de Chile,1,1,0
103,1,公立,一般大學,0003,國立臺灣大學,310201,政治學系,學士班(日間),日本,筑波大學,University of Tsukuba,1,0,1
103,1,公立,一般大學,0003,國立臺灣大學,310201,政治學系,學士班(日間),瑞典,隆德大學,Lund University,2,0,2
103,1,公立,一般大學,0003,國立臺灣大學,310201,政治學系,學士班(日間),新加坡,新加坡管理大學,Singapore Management University,2,0,2
103,1,公立,一般大學,0003,國立臺灣大學,310201,政治學系,學士班(日間),德國,魯耳波洪大學,Ruhr – Universität Bochum,1,0,1
103,1,公立,一般大學,0003,國立臺灣大學,310201,政治學系,學士班(日間),西班牙,薩拉曼卡大學,University of Salamanca,1,0,1
103,1,公立,一般大學,0003,國立臺灣大學,310201,政治學系,學士班(日間),西班牙,龐貝法布拉大學,Universitat Pompeu Fabra,1,0,1
103,1,公立,一般大學,0003,國立臺灣大學,310201,政治學系,學士班(日間),南韓,高麗大學,Korea University,1,0,1
103,1,公立,一般大學,0003,國立臺灣大學,310201,政治學系,學士班(日間),德國,曼漢姆大學,Universität Mannheim,1,0,1
103,1,公立,一般大學,0003,國立臺灣大學,310201,政治學系,學士班(日間),日本,國際教養大學,Akita International University,1,0,1
103,1,公立,一般大學,0003,國立臺灣大學,310201,政治學系,學士班(日間),中國大陸,清華大學,Tsinghua University,1,0,1
103,1,公立,一般大學,0003,國立臺灣大學,310201,政治學系,學士班(日間),中國大陸,復旦大學,Fudan University,2,1,1
103,1,公立,一般大學,0003,國立臺灣大學,221101,哲學系,學士班(日間),香港,香港大學,The University of Hong Kong,1,0,1
103,1,公立,一般大學,0003,國立臺灣大學,221101,哲學系,學士班(日間),美國,斯克蘭頓大學,The University of Scranton,1,0,1
103,1,公立,一般大學,0003,國立臺灣大學,221101,哲學系,學士班(日間),日本,筑波大學,University of Tsukuba,1,0,1
103,1,公立,一般大學,0003,國立臺灣大學,221101,哲學系,學士班(日間),德國,魯耳波洪大學,Ruhr – Universität Bochum,1,0,1
103,1,公立,一般大學,0003,國立臺灣大學,340501,財務金融學系,學士班(日間),加拿大,女王大學,Queen's University,1,1,0
103,1,公立,一般大學,0003,國立臺灣大學,340501,財務金融學系,學士班(日間),加拿大,不列顛哥倫比亞大學,University of British Columbia,1,1,0
103,1,公立,一般大學,0003,國立臺灣大學,340501,財務金融學系,學士班(日間),法國,巴黎高等商學院,Grande Ecole,2,0,2
103,1,公立,一般大學,0003,國立臺灣大學,340501,財務金融學系,學士班(日間),土耳其,比利時布魯塞爾管理學院,ICHEC Brussels Management School,1,1,0
103,1,公立,一般大學,0003,國立臺灣大學,340501,財務金融學系,學士班(日間),中國大陸,北京大學,Peking University,2,0,2
103,1,公立,一般大學,0003,國立臺灣大學,340501,財務金融學系,學士班(日間),德國,卡爾斯魯大學,Karlsruher Institut für Technologie,1,0,1
103,1,公立,一般大學,0003,國立臺灣大學,340501,財務金融學系,學士班(日間),美國,明尼蘇達大學,University of Minnesota,1,1,0
103,1,公立,一般大學,0003,國立臺灣大學,340501,財務金融學系,學士班(日間),芬蘭,芬蘭漢肯經濟學院,Hanken School of Economics,2,1,1
103,1,公立,一般大學,0003,國立臺灣大學,340501,財務金融學系,學士班(日間),美國,南加州大學,University of Southern California,1,1,0
103,1,公立,一般大學,0003,國立臺灣大學,221101,哲學系,學士班(日間),日本,名古屋外國語大學,Nagoya University of Foreign Studies,1,0,1
103,1,公立,一般大學,0003,國立臺灣大學,221101,哲學系,學士班(日間),泰國,朱拉隆功大學,Chulalongkorn University,1,1,0
103,1,公立,一般大學,0003,國立臺灣大學,340501,財務金融學系,學士班(日間),科威特,科威特大學,Kuwait University,1,1,0
103,1,公立,一般大學,0003,國立臺灣大學,340501,財務金融學系,學士班(日間),丹麥,哥本哈根大學,University of Copenhagen,1,1,0
103,1,公立,一般大學,0003,國立臺灣大學,340501,財務金融學系,學士班(日間),荷蘭,烏特列茲大學,Utrecht University,1,0,1
103,1,公立,一般大學,0003,國立臺灣大學,340501,財務金融學系,學士班(日間),日本,神戶大學,Kobe University,1,1,0
103,1,公立,一般大學,0003,國立臺灣大學,340501,財務金融學系,學士班(日間),馬來西亞,馬來亞大學,University of Malaya,3,1,2
103,1,公立,一般大學,0003,國立臺灣大學,340501,財務金融學系,學士班(日間),荷蘭,馬斯垂克大學,Maastricht University,3,1,2
103,1,公立,一般大學,0003,國立臺灣大學,340501,財務金融學系,學士班(日間),英國,曼徹斯特大學,University of Manchester,2,1,1
103,1,公立,一般大學,0003,國立臺灣大學,340501,財務金融學系,學士班(日間),中國大陸,清華大學,Tsinghua University,1,1,0
103,1,公立,一般大學,0003,國立臺灣大學,340501,財務金融學系,學士班(日間),荷蘭,荷蘭鹿特丹管理學院,"Rotterdam School of Management, Erasmus Univeristy",2,0,2
103,1,公立,一般大學,0003,國立臺灣大學,340501,財務金融學系,學士班(日間),荷蘭,堤堡大學,Tilburg University,1,0,1
103,1,公立,一般大學,0003,國立臺灣大學,340501,財務金融學系,學士班(日間),波蘭,華沙經濟大學,Warsaw School of Economics,1,0,1
103,1,公立,一般大學,0003,國立臺灣大學,340501,財務金融學系,學士班(日間),瑞士,聖加倫大學,Universität St.Gallen,1,0,1
103,1,公立,一般大學,0003,國立臺灣大學,340501,財務金融學系,學士班(日間),荷蘭,葛洛寧恩大學,University of Groningen,2,0,2
103,1,公立,一般大學,0003,國立臺灣大學,620203,動物科學技術學系,學士班(日間),俄羅斯,國立烏拉爾聯邦大學,Ural Federal University,1,0,1
103,1,公立,一般大學,0003,國立臺灣大學,340501,財務金融學系,學士班(日間),英國,薩塞克斯大學,University of Sussex,1,1,0
103,1,公立,一般大學,0003,國立臺灣大學,340501,財務金融學系,學士班(日間),日本,關西大學,Kansai University,1,0,1
103,1,公立,一般大學,0003,國立臺灣大學,340501,財務金融學系,學士班(日間),英國,蘭卡斯特大學,"Lancaster University Management School, University of Lancaster",1,1,0
103,1,公立,一般大學,0003,國立臺灣大學,340307,國際企業學系,學士班(日間),美國,加州大學,University of California,2,1,1
103,1,公立,一般大學,0003,國立臺灣大學,340307,國際企業學系,學士班(日間),中國大陸,北京大學,Peking University,4,1,3
103,1,公立,一般大學,0003,國立臺灣大學,340307,國際企業學系,學士班(日間),卡達,卡達大學,Qatar University,1,0,1
103,1,公立,一般大學,0003,國立臺灣大學,340307,國際企業學系,學士班(日間),中國大陸,四川大學,Sichuan University,1,1,0
103,1,公立,一般大學,0003,國立臺灣大學,340307,國際企業學系,學士班(日間),日本,名古屋外國語大學,Nagoya University of Foreign Studies,1,0,1
103,1,公立,一般大學,0003,國立臺灣大學,340307,國際企業學系,學士班(日間),南韓,成均館大學,Sungkyunkwan University,2,0,2
103,1,公立,一般大學,0003,國立臺灣大學,340307,國際企業學系,學士班(日間),加拿大,西門菲沙大學,Simon Fraser University,1,0,1
103,1,公立,一般大學,0003,國立臺灣大學,340307,國際企業學系,學士班(日間),德國,杜賓根大學,Eberhard Karls Universität Tübingen,1,0,1
103,1,公立,一般大學,0003,國立臺灣大學,340307,國際企業學系,學士班(日間),加拿大,女王大學,Queen's University,1,0,1
103,1,公立,一般大學,0003,國立臺灣大學,340307,國際企業學系,學士班(日間),中國大陸,中山大學,Sun Yat-sen University,1,0,1
103,1,公立,一般大學,0003,國立臺灣大學,340307,國際企業學系,學士班(日間),美國,天普大學,Temple University,1,0,1
103,1,公立,一般大學,0003,國立臺灣大學,340307,國際企業學系,學士班(日間),法國,巴黎高等政治學院,Institut d’Études Politiques de Paris (Sciences Po),1,0,1
103,1,公立,一般大學,0003,國立臺灣大學,340307,國際企業學系,學士班(日間),南韓,延世大學,Yonsei University,2,0,2
103,1,公立,一般大學,0003,國立臺灣大學,340307,國際企業學系,學士班(日間),奧地利,林茲大學,Johannes Kepler Universität Linz,2,1,1
103,1,公立,一般大學,0003,國立臺灣大學,340307,國際企業學系,學士班(日間),瑞典,林雪平大學,Linköping University,1,0,1
103,1,公立,一般大學,0003,國立臺灣大學,340307,國際企業學系,學士班(日間),法國,法國翰尼第一大學,Université de Rennes 1,2,1,1
103,1,公立,一般大學,0003,國立臺灣大學,340307,國際企業學系,學士班(日間),香港,香港理工大學,The Hong Kong Polytechnic University,1,0,1
103,1,公立,一般大學,0003,國立臺灣大學,340307,國際企業學系,學士班(日間),英國,倫敦政經學院,The London School of Economics and Political Science,1,0,1
103,1,公立,一般大學,0003,國立臺灣大學,340307,國際企業學系,學士班(日間),荷蘭,烏特列茲大學,Utrecht University,1,0,1
103,1,公立,一般大學,0003,國立臺灣大學,340307,國際企業學系,學士班(日間),日本,琉球大學,University of the Ryukyus,1,1,0
103,1,公立,一般大學,0003,國立臺灣大學,340307,國際企業學系,學士班(日間),南韓,釜山大學,Pusan National University,1,0,1
103,1,公立,一般大學,0003,國立臺灣大學,340307,國際企業學系,學士班(日間),馬來西亞,馬來亞大學,University of Malaya,1,0,1
103,1,公立,一般大學,0003,國立臺灣大學,340307,國際企業學系,學士班(日間),荷蘭,馬斯垂克大學,Maastricht University,1,0,1
103,1,公立,一般大學,0003,國立臺灣大學,340307,國際企業學系,學士班(日間),英國,曼徹斯特大學,University of Manchester,1,0,1
103,1,公立,一般大學,0003,國立臺灣大學,340307,國際企業學系,學士班(日間),德國,曼漢姆大學,Universität Mannheim,1,0,1
103,1,公立,一般大學,0003,國立臺灣大學,340307,國際企業學系,學士班(日間),中國大陸,清華大學,Tsinghua University,1,1,0
103,1,公立,一般大學,0003,國立臺灣大學,340307,國際企業學系,學士班(日間),荷蘭,荷蘭鹿特丹管理學院,"Rotterdam School of Management, Erasmus Univeristy",2,1,1
103,1,公立,一般大學,0003,國立臺灣大學,340307,國際企業學系,學士班(日間),荷蘭,堤堡大學,Tilburg University,1,0,1
103,1,公立,一般大學,0003,國立臺灣大學,340307,國際企業學系,學士班(日間),日本,筑波大學,University of Tsukuba,1,0,1
103,1,公立,一般大學,0003,國立臺灣大學,340307,國際企業學系,學士班(日間),波蘭,華沙經濟大學,Warsaw School of Economics,1,1,0
103,1,公立,一般大學,0003,國立臺灣大學,340307,國際企業學系,學士班(日間),中國大陸,華南理工大學,South China University of Technology,1,0,1
103,1,公立,一般大學,0003,國立臺灣大學,340307,國際企業學系,學士班(日間),中國大陸,廈門大學,Xiamen University,1,0,1
103,1,公立,一般大學,0003,國立臺灣大學,340307,國際企業學系,學士班(日間),英國,愛丁堡大學,University of Edinburgh,1,0,1
103,1,公立,一般大學,0003,國立臺灣大學,340307,國際企業學系,學士班(日間),美國,新澤西州立羅格斯大學,Rutgers University,2,0,2
103,1,公立,一般大學,0003,國立臺灣大學,340307,國際企業學系,學士班(日間),美國,南加州大學,University of Southern California,3,1,2
103,1,公立,一般大學,0003,國立臺灣大學,340307,國際企業學系,學士班(日間),新加坡,南洋理工大學,Nanyang Technological University,1,1,0
103,1,公立,一般大學,0003,國立臺灣大學,340307,國際企業學系,學士班(日間),土耳其,柯克大學,Koç University,1,0,1
103,1,公立,一般大學,0003,國立臺灣大學,340307,國際企業學系,學士班(日間),法國,里爾天主教大學,Université Catholique de Lille,1,0,1
103,1,公立,一般大學,0003,國立臺灣大學,340307,國際企業學系,學士班(日間),瑞士,聖加倫大學,Universität St.Gallen,1,0,1
103,1,公立,一般大學,0003,國立臺灣大學,340307,國際企業學系,學士班(日間),荷蘭,葛洛寧恩大學,University of Groningen,1,0,1
103,1,公立,一般大學,0003,國立臺灣大學,340201,會計學系,學士班(日間),日本,大阪大學,Osaka University,1,0,1
103,1,公立,一般大學,0003,國立臺灣大學,340201,會計學系,學士班(日間),法國,巴黎高等商學院,Grande Ecole,1,0,1
103,1,公立,一般大學,0003,國立臺灣大學,340201,會計學系,學士班(日間),土耳其,比利時布魯塞爾管理學院,ICHEC Brussels Management School,1,0,1
103,1,公立,一般大學,0003,國立臺灣大學,340201,會計學系,學士班(日間),中國大陸,北京大學,Peking University,2,1,1
103,1,公立,一般大學,0003,國立臺灣大學,340201,會計學系,學士班(日間),中國大陸,西安交通大學,Xi'an Jiaotong University,1,0,1
103,1,公立,一般大學,0003,國立臺灣大學,340201,會計學系,學士班(日間),美國,明尼蘇達大學,University of Minnesota,1,0,1
103,1,公立,一般大學,0003,國立臺灣大學,340201,會計學系,學士班(日間),香港,香港城市大學,City University of Hong Kong,1,0,1
103,1,公立,一般大學,0003,國立臺灣大學,340201,會計學系,學士班(日間),西班牙,納瓦拉大學,Universidad de Navarra,1,0,1
