學年度,學期,設立別 ,學校類別,學校代碼,學校名稱,系所代碼,系所名稱,學制,國家,中文名稱,英文名稱,小計,男,女
103,2,公立,一般大學,0003,國立臺灣大學,220301,外國語文學系,學士班(日間),荷蘭,葛洛寧恩大學,University of Groningen,2,0,2
103,2,公立,一般大學,0003,國立臺灣大學,220301,外國語文學系,學士班(日間),德國,漢堡大學,Universität Hamburg,1,0,1
103,2,公立,一般大學,0003,國立臺灣大學,220301,外國語文學系,學士班(日間),奧地利,維也納大學,Universität Wien,2,1,1
103,2,公立,一般大學,0003,國立臺灣大學,220301,外國語文學系,學士班(日間),德國,慕尼黑大學,Ludwig-Maximilians-Universität München,1,0,1
103,2,公立,一般大學,0003,國立臺灣大學,220301,外國語文學系,學士班(日間),西班牙,薩拉曼卡大學,University of Salamanca,1,0,1
103,2,公立,一般大學,0003,國立臺灣大學,220301,外國語文學系,學士班(日間),西班牙,龐貝法布拉大學,Universitat Pompeu Fabra,1,0,1
103,2,公立,一般大學,0003,國立臺灣大學,220301,外國語文學系,學士班(日間),日本,關西學院大學,Kwansei Gakuin University,1,1,0
103,2,公立,一般大學,0003,國立臺灣大學,420310,生化科技學系,學士班(日間),中國大陸,中國農業大學,China Agricultural University,1,1,0
103,2,公立,一般大學,0003,國立臺灣大學,420310,生化科技學系,學士班(日間),德國,柏林洪堡大學,Humboldt-Universität zu Berlin,1,0,1
103,2,公立,一般大學,0003,國立臺灣大學,420103,生命科學系,學士班(日間),新加坡,南洋理工大學,Nanyang Technological University,1,1,0
103,2,公立,一般大學,0003,國立臺灣大學,420103,生命科學系,學士班(日間),加拿大,英屬哥倫比亞大學(卑詩),University of British Columbia,2,1,1
103,2,公立,一般大學,0003,國立臺灣大學,420103,生命科學系,學士班(日間),中國大陸,復旦大學,Fudan University,1,1,0
103,2,公立,一般大學,0003,國立臺灣大學,620510,生物產業傳播暨發展學系,學士班(日間),中國大陸,北京大學,Peking University,1,1,0
103,2,公立,一般大學,0003,國立臺灣大學,620510,生物產業傳播暨發展學系,學士班(日間),新加坡,新加坡管理大學,Singapore Management University,1,0,1
103,2,公立,一般大學,0003,國立臺灣大學,620510,生物產業傳播暨發展學系,學士班(日間),加拿大,維多利亞大學,University of Victoria,1,0,1
103,2,公立,一般大學,0003,國立臺灣大學,620510,生物產業傳播暨發展學系,學士班(日間),日本,橫濱國立大學,Yokohama National University,1,0,1
103,2,公立,一般大學,0003,國立臺灣大學,520239,生物產業機電工程學系,學士班(日間),紐西蘭,威靈頓維多利亞大學,Victoria University of Wellington,2,2,0
103,2,公立,一般大學,0003,國立臺灣大學,520315,生物環境系統工程學系,學士班(日間),中國大陸,天津大學,Tianjin University,1,1,0
103,2,公立,一般大學,0003,國立臺灣大學,520315,生物環境系統工程學系,學士班(日間),美國,馬里蘭大學,University of Maryland,1,1,0
103,2,私立,一般大學,1049,開南大學,220321,應用日語學系,學士班(日間),日本,奈良縣立大學,Nara Prefectural University,2,1,1
103,2,私立,一般大學,1049,開南大學,220321,應用日語學系,學士班(日間),日本,東京成德大學,Toukyou Seitoku University,2,2,0
103,2,私立,一般大學,1049,開南大學,220321,應用日語學系,學士班(日間),日本,松蔭大學,Shoin University,1,0,1
103,2,私立,一般大學,1049,開南大學,220321,應用日語學系,學士班(日間),日本,國立御茶水女子大學,Ochanomizu University,1,0,1
103,2,私立,一般大學,1049,開南大學,220321,應用日語學系,學士班(日間),日本,國立御茶水女子大學,Ochanomizu University,1,0,1
103,2,私立,一般大學,1049,開南大學,220321,應用日語學系,學士班(日間),日本,國立山口大學,Yamaguchi University,2,2,0
103,2,私立,一般大學,1049,開南大學,810205,觀光與餐飲旅館學系,學士班(日間),波蘭,卡托維茲經濟大學,University of Economics in Katowice,1,0,1
103,2,私立,一般大學,1049,開南大學,810205,觀光與餐飲旅館學系,學士班(日間),匈牙利,布達佩斯科維納斯大學,Corvinus University of Budapest,1,0,1
103,2,私立,一般大學,1050,佛光大學,220213,中國文學與應用學系,學士班(日間),南韓,東明大學,Tongmyong University,1,0,1
103,2,私立,一般大學,1050,佛光大學,220213,中國文學與應用學系,學士班(日間),中國大陸,南京大學,NANJING UNIVERSITY,2,0,2
103,2,私立,一般大學,1050,佛光大學,310808,公共事務學系,學士班(日間),中國大陸,西北大學,Northwestern University,1,1,0
103,2,私立,一般大學,1050,佛光大學,310808,公共事務學系,學士班(日間),中國大陸,雲南大學,yunnan university,2,2,0
103,2,私立,一般大學,1050,佛光大學,229908,文化資產與創意學系,學士班(日間),南韓,東明大學,Tongmyong University,1,0,1
103,2,私立,一般大學,1050,佛光大學,220301,外國語文學系,學士班(日間),美國,西來大學,university of the west,1,0,1
103,2,私立,一般大學,1050,佛光大學,220301,外國語文學系,學士班(日間),南韓,慶尚大學,Gyeongsang National University,1,0,1
103,2,私立,一般大學,1050,佛光大學,310311,未來與樂活產業學系,學士班(日間),美國,西來大學,University of The West,1,0,1
103,2,私立,一般大學,1050,佛光大學,310311,未來與樂活產業學系,學士班(日間),中國大陸,揚州大學,yangzhou university,1,1,0
103,2,私立,一般大學,1050,佛光大學,310311,未來與樂活產業學系,學士班(日間),中國大陸,煙臺大學,yantai university,1,1,0
103,2,私立,一般大學,1050,佛光大學,220804,佛教學系,學士班(日間),中國大陸,西北大學,Northwestern University,2,0,2
103,2,私立,一般大學,1050,佛光大學,220804,佛教學系,學士班(日間),南韓,金剛大學,Geumgang University,1,0,1
103,2,私立,一般大學,1050,佛光大學,220804,佛教學系,學士班(日間),中國大陸,青海民族大學,Qinghai University for Nationalities,1,0,1
103,2,私立,一般大學,1050,佛光大學,220804,佛教學系,學士班(日間),中國大陸,南昌大學,nanchang university,1,1,0
103,2,私立,一般大學,1050,佛光大學,220804,佛教學系,學士班(日間),南韓,新羅大學,Silla University,1,0,1
103,2,私立,一般大學,1050,佛光大學,310301,社會學系,學士班(日間),中國大陸,西安外事學院,XI'AN INTERNATIONAL UNIVERSITY,1,0,1
103,2,私立,一般大學,1050,佛光大學,310301,社會學系,學士班(日間),南韓,京畿大學,Kyonggi University,1,0,1
103,2,私立,一般大學,1050,佛光大學,310301,社會學系,學士班(日間),中國大陸,揚州大學,yangzhou university,2,0,2
103,2,私立,一般大學,1050,佛光大學,810127,健康與創意素食產業學系,學士班(日間),南韓,金剛大學,Geumgang University,1,0,1
103,2,私立,一般大學,1049,開南大學,220321,應用日語學系,學士班(日間),日本,國立宮崎大學,Miyazaki University,1,0,1
103,2,私立,一般大學,1049,開南大學,220321,應用日語學系,學士班(日間),日本,國立宮崎大學,Miyazaki University,2,0,2
103,2,私立,一般大學,1049,開南大學,220321,應用日語學系,學士班(日間),日本,園田學園女子大學,Sonoda Women's University,2,0,2
103,2,私立,一般大學,1049,開南大學,220321,應用日語學系,學士班(日間),日本,園田學園女子大學,Sonoda Women's University,11,1,10
103,2,私立,一般大學,1049,開南大學,220321,應用日語學系,學士班(日間),日本,德島文理大學,Tokushima Bunri University,1,0,1
103,2,私立,一般大學,1049,開南大學,220312,應用英語學系,學士班(日間),美國,北阿拉巴馬大學,The University of North Alabama,1,0,1
103,2,私立,一般大學,1049,開南大學,220312,應用英語學系,學士班(日間),日本,國際教養大學,Akita International University,1,0,1
103,2,私立,一般大學,1049,開南大學,220312,應用英語學系,學士班(日間),美國,麻省理工學院,Massachusetts Institute of Technology,3,0,3
103,2,私立,一般大學,1049,開南大學,220312,應用英語學系,學士班(日間),美國,聖地牙哥州立大學,San Diego State University,1,1,0
103,2,私立,一般大學,1049,開南大學,220312,應用英語學系,學士班(日間),南韓,漢城大學,Hansung University,2,1,1
103,2,私立,一般大學,1050,佛光大學,230312,產品與媒體設計學系,學士班(日間),中國大陸,深圳大學,SHENZHEN UNIVERSITY,1,0,1
103,2,私立,一般大學,1050,佛光大學,230312,產品與媒體設計學系,學士班(日間),中國大陸,溫州大學,wenzhou university,2,1,1
103,2,私立,一般大學,1050,佛光大學,320102,傳播學系,學士班(日間),中國大陸,深圳大學,SHENZHEN UNIVERSITY,2,0,2
103,2,私立,一般大學,1050,佛光大學,480503,資訊應用學系,學士班(日間),中國大陸,南京大學,NANJING UNIVERSITY,1,0,1
103,2,私立,一般大學,1050,佛光大學,340306,管理學系,學士班(日間),美國,西來大學,University of The West,1,0,1
103,2,私立,一般大學,1050,佛光大學,340306,管理學系,學士班(日間),中國大陸,南京大學,NANJING UNIVERSITY,2,0,2
103,2,私立,一般大學,1050,佛光大學,340306,管理學系,學士班(日間),中國大陸,南京大學金陵學院,Nanjing University Jinling College,2,0,2
103,2,私立,一般大學,1050,佛光大學,220901,歷史學系,學士班(日間),中國大陸,西北大學,Northwestern University,1,1,0
103,2,私立,一般大學,1050,佛光大學,220901,歷史學系,學士班(日間),中國大陸,西北師範大學,Northwest Normal University,2,0,2
103,2,私立,一般大學,1050,佛光大學,220901,歷史學系,學士班(日間),南韓,京畿大學,Kyonggi University,1,0,1
103,2,私立,一般大學,1050,佛光大學,310102,應用經濟學系,學士班(日間),美國,西來大學,University of The West,1,1,0
103,2,私立,一般大學,1050,佛光大學,310102,應用經濟學系,學士班(日間),中國大陸,南昌大學,nanchang university,3,3,0
103,2,私立,一般大學,1058,明道學校財團法人明道大學,810509,休閒保健學系,學士班(日間),南韓,漢陽大學,Hanyang University,1,1,0
103,2,私立,一般大學,1058,明道學校財團法人明道大學,521322,材料與能源工程學系,學士班(日間),南韓,鮮文大學,Sun Moon University,1,1,0
103,2,私立,一般大學,1058,明道學校財團法人明道大學,220321,應用日語學系,學士班(日間),日本,別府大學,Beppu University,1,0,1
103,2,私立,一般大學,1058,明道學校財團法人明道大學,220321,應用日語學系,學士班(日間),日本,東北學院大學,Tohoku Gakuin University,2,1,1
103,2,私立,一般大學,1058,明道學校財團法人明道大學,220321,應用日語學系,學士班(日間),日本,活水女子大學,Kwassui Women's College,2,0,2
103,2,私立,一般大學,1058,明道學校財團法人明道大學,220321,應用日語學系,學士班(日間),日本,神奈川工科大學,Kanagawa Institute of Technology,2,2,0
103,2,私立,一般大學,1058,明道學校財團法人明道大學,220321,應用日語學系,學士班(日間),日本,新潟產業大學,Niigata Sangyo University,1,1,0
103,2,私立,一般大學,1067,台灣首府學校財團法人台灣首府大學,220303,應用外語學系,學士班(日間),日本,東京福祉大學,Tokyo University and Graduate School of Social Welfare,2,2,0
103,2,私立,一般大學,1079,康寧學校財團法人康寧大學,810508,休閒管理學系,學士班(日間),中國大陸,桂林旅遊學院,Guilin Tourism University,1,1,0
103,2,私立,一般大學,1079,康寧學校財團法人康寧大學,220303,應用外語學系,學士班(日間),日本,目白大學,Mejiro University,1,1,0
103,2,私立,一般大學,1079,康寧學校財團法人康寧大學,220303,應用外語學系,學士班(日間),日本,目白大學,Mejiro University,1,0,1
103,2,私立,一般大學,1079,康寧學校財團法人康寧大學,220303,應用外語學系,學士班(日間),中國大陸,桂林旅遊學院,Guilin Tourism University,1,0,1
103,2,私立,一般大學,1176,稻江科技暨管理學院,230124,動畫遊戲設計學系,學士班(日間),中國大陸,江西科技師範大學,Jianxi Science and Technololgy Normal University,7,6,1
103,2,私立,一般大學,1176,稻江科技暨管理學院,230124,動畫遊戲設計學系,學士班(日間),南韓,驪州大學,Yeoju Institute of Technology,1,0,1
103,2,私立,一般大學,1176,稻江科技暨管理學院,840117,運輸物流管理學系,學士班(日間),中國大陸,江西科技師範大學,Jianxi Science and Technololgy Normal University,1,1,0
103,2,私立,一般大學,1176,稻江科技暨管理學院,230132,數位時尚設計學系,學士班(日間),中國大陸,江西科技師範大學,Jianxi Science and Technololgy Normal University,1,1,0
103,2,私立,一般大學,1196,法鼓學校財團法人法鼓文理學院,220804,佛教學系,學士班(日間),印度,南印度下密院「雪域藏傳佛學院」,無,1,0,1
103,2,公立,一般大學,3002,臺北市立大學,220201,中國語文學系,學士班(日間),南韓,釜山教育大學,Busan National University of Education,1,1,0
103,2,公立,一般大學,3002,臺北市立大學,220201,中國語文學系,學士班(日間),中國大陸,華中師範大學,Central China Normal University,1,0,1
103,2,公立,一般大學,3002,臺北市立大學,220201,中國語文學系,學士班(日間),中國大陸,華東師範大學,East China Normal University,2,0,2
103,2,公立,一般大學,3002,臺北市立大學,140601,特殊教育學系,學士班(日間),中國大陸,華東師範大學,East China Normal University,1,0,1
103,2,公立,一般大學,3002,臺北市立大學,140101,教育學系,學士班(日間),南韓,釜山教育大學,Busan National University of Education,1,0,1
103,2,公立,一般大學,3002,臺北市立大學,810305,球類運動學系,學士班(日間),中國大陸,華東師範大學,East China Normal University,1,0,1
103,2,公立,一般大學,3002,臺北市立大學,210604,視覺藝術學系,學士班(日間),南韓,釜山教育大學,Busan National University of Education,1,0,1
103,2,公立,一般大學,3002,臺北市立大學,140814,學習與媒材設計學系,學士班(日間),中國大陸,華中師範大學,Central China Normal University,1,0,1
103,2,公立,一般大學,3002,臺北市立大學,220906,歷史與地理學系,學士班(日間),日本,鳴門教育大學,Naruto University of Education,1,0,1
103,2,公立,一般大學,0003,國立臺灣大學,310602,地理環境資源學系,學士班(日間),德國,弗萊堡大學,Albert-Ludwigs-Universität Freiburg,1,0,1
103,2,公立,一般大學,0003,國立臺灣大學,310602,地理環境資源學系,學士班(日間),德國,弗萊堡大學,Albert-Ludwigs-Universität Freiburg,1,0,1
103,2,公立,一般大學,0003,國立臺灣大學,440203,地質科學系,學士班(日間),中國大陸,北京大學,Peking University,1,0,1
103,2,公立,一般大學,0003,國立臺灣大學,440203,地質科學系,學士班(日間),日本,東北大學,Tohoku University,13,7,6
103,2,公立,一般大學,0003,國立臺灣大學,440203,地質科學系,學士班(日間),荷蘭,葛洛寧恩大學,University of Groningen,1,0,1
103,2,公立,一般大學,0003,國立臺灣大學,520502,材料科學與工程學系,學士班(日間),美國,加州大學,University of California,1,0,1
103,2,公立,一般大學,0003,國立臺灣大學,520502,材料科學與工程學系,學士班(日間),瑞典,林雪平大學,Linköping University,1,1,0
103,2,公立,一般大學,0003,國立臺灣大學,520502,材料科學與工程學系,學士班(日間),瑞士,洛桑大學,University of Lausanne,1,0,1
103,2,公立,一般大學,0003,國立臺灣大學,380101,法律學系,學士班(日間),日本,東北大學,Tohoku University,1,0,1
103,2,公立,一般大學,0003,國立臺灣大學,380101,法律學系,學士班(日間),日本,東京外國語大學,Tokyo University of Foreign Studies,1,0,1
103,2,公立,一般大學,0003,國立臺灣大學,380101,法律學系,學士班(日間),德國,波昂大學,Universität Bonn,2,0,2
103,2,公立,一般大學,0003,國立臺灣大學,380101,法律學系,學士班(日間),荷蘭,葛洛寧恩大學,University of Groningen,1,0,1
103,2,公立,一般大學,0003,國立臺灣大學,720401,物理治療學系,學士班(日間),日本,東京學藝大學,Tokyo Gakugei University,2,0,2
103,2,公立,一般大學,0003,國立臺灣大學,440301,物理學系,學士班(日間),法國,女性高等綜合理工學院,EPF-École d'Ingénieurs Généralistes,1,1,0
103,2,公立,一般大學,0003,國立臺灣大學,380101,法律學系,學士班(日間),英國,倫敦大學亞非學院,"School of Oriental and African Studies, University of London",1,0,1
103,2,公立,一般大學,0003,國立臺灣大學,310301,社會學系,學士班(日間),美國,加州大學柏克萊分校,"University of California, Berkeley",2,0,2
103,2,公立,一般大學,0003,國立臺灣大學,310301,社會學系,學士班(日間),美國,紐約州立大學 阿爾伯尼校區,State University of New York at Albany,1,0,1
103,2,公立,一般大學,0003,國立臺灣大學,310301,社會學系,學士班(日間),日本,國際教養大學,Akita International University,1,0,1
103,2,公立,一般大學,0003,國立臺灣大學,310201,政治學系,學士班(日間),中國大陸,中國人民大學,Renmin University of China,1,0,1
103,2,公立,一般大學,0003,國立臺灣大學,310201,政治學系,學士班(日間),巴拿馬,巴拿馬大學,Universidad de Panamá,2,1,1
103,2,公立,一般大學,0003,國立臺灣大學,310201,政治學系,學士班(日間),法國,巴黎高等政治學院,Institut d’Études Politiques de Paris (Sciences Po),1,1,0
103,2,公立,一般大學,0003,國立臺灣大學,310201,政治學系,學士班(日間),日本,北海道大學,Hokkaido University,1,1,0
103,2,公立,一般大學,0003,國立臺灣大學,310201,政治學系,學士班(日間),日本,早稻田大學,Waseda University,1,0,1
103,2,公立,一般大學,0003,國立臺灣大學,310201,政治學系,學士班(日間),德國,杜賓根大學,Eberhard Karls Universität Tübingen,1,0,1
103,2,公立,一般大學,0003,國立臺灣大學,310201,政治學系,學士班(日間),法國,里爾天主教大學,Université Catholique de Lille,1,0,1
103,2,公立,一般大學,0003,國立臺灣大學,310201,政治學系,學士班(日間),美國,亞利桑那州立大學,Arizona State University,1,1,0
103,2,公立,一般大學,0003,國立臺灣大學,310201,政治學系,學士班(日間),日本,東京學藝大學,Tokyo Gakugei University,1,1,0
103,2,公立,一般大學,0003,國立臺灣大學,310201,政治學系,學士班(日間),葡萄牙,波爾圖大學,Universidade do Porto,1,0,1
103,2,公立,一般大學,0003,國立臺灣大學,310201,政治學系,學士班(日間),日本,長崎大學,Nagasaki University,1,0,1
103,2,公立,一般大學,0003,國立臺灣大學,310201,政治學系,學士班(日間),新加坡,南洋理工大學,Nanyang Technological University,1,1,0
103,2,公立,一般大學,0003,國立臺灣大學,310201,政治學系,學士班(日間),中國大陸,南開大學,Nankai University,1,0,1
103,2,公立,一般大學,0003,國立臺灣大學,310201,政治學系,學士班(日間),美國,威斯康辛大學麥迪遜分校,University of Wisconsin-Madison,2,0,2
103,2,公立,一般大學,0003,國立臺灣大學,310201,政治學系,學士班(日間),科威特,科威特大學,Kuwait University,1,1,0
103,2,公立,一般大學,0003,國立臺灣大學,310201,政治學系,學士班(日間),香港,香港大學,The University of Hong Kong,1,0,1
103,2,公立,一般大學,0003,國立臺灣大學,310201,政治學系,學士班(日間),香港,香港城市大學,City University of Hong Kong,1,0,1
103,2,公立,一般大學,0003,國立臺灣大學,310201,政治學系,學士班(日間),英國,倫敦政經學院,The London School of Economics and Political Science,1,0,1
103,2,公立,一般大學,0003,國立臺灣大學,310201,政治學系,學士班(日間),南韓,釜山大學,Pusan National University,1,0,1
103,2,公立,一般大學,0003,國立臺灣大學,310201,政治學系,學士班(日間),西班牙,馬德里大學,​Complutense University of Madrid,1,0,1
103,2,公立,一般大學,0003,國立臺灣大學,310201,政治學系,學士班(日間),日本,國際教養大學,Akita International University,1,0,1
103,2,公立,一般大學,0003,國立臺灣大學,310201,政治學系,學士班(日間),中國大陸,清華大學,Tsinghua University,1,0,1
103,2,公立,一般大學,0003,國立臺灣大學,310201,政治學系,學士班(日間),智利,智利天主教大學,Pontificia Universidad Católica de Chile,1,1,0
103,2,公立,一般大學,0003,國立臺灣大學,310201,政治學系,學士班(日間),日本,筑波大學,University of Tsukuba,1,0,1
103,2,公立,一般大學,0003,國立臺灣大學,310201,政治學系,學士班(日間),西班牙,薩拉曼卡大學,University of Salamanca,1,0,1
103,2,公立,一般大學,0003,國立臺灣大學,310201,政治學系,學士班(日間),西班牙,龐貝法布拉大學,Universitat Pompeu Fabra,1,0,1
103,2,公立,一般大學,0003,國立臺灣大學,221101,哲學系,學士班(日間),日本,名古屋外國語大學,Nagoya University of Foreign Studies,1,0,1
103,2,公立,一般大學,0003,國立臺灣大學,221101,哲學系,學士班(日間),泰國,朱拉隆功大學,Chulalongkorn University,1,1,0
103,2,公立,一般大學,0003,國立臺灣大學,221101,哲學系,學士班(日間),香港,香港大學,The University of Hong Kong,1,0,1
103,2,公立,一般大學,0003,國立臺灣大學,221101,哲學系,學士班(日間),美國,斯克蘭頓大學,The University of Scranton,1,0,1
103,2,公立,一般大學,0003,國立臺灣大學,340501,財務金融學系,學士班(日間),法國,NEOMA商學院漢斯校區,NEOMA Business School- Reims Campus,2,0,2
103,2,公立,一般大學,0003,國立臺灣大學,340501,財務金融學系,學士班(日間),加拿大,女王大學,Queen's University,1,1,0
103,2,公立,一般大學,0003,國立臺灣大學,340501,財務金融學系,學士班(日間),中國大陸,北京大學,Peking University,1,0,1
103,2,公立,一般大學,0003,國立臺灣大學,340501,財務金融學系,學士班(日間),德國,卡爾斯魯大學,Karlsruher Institut für Technologie,1,0,1
103,2,公立,一般大學,0003,國立臺灣大學,340501,財務金融學系,學士班(日間),科威特,科威特大學,Kuwait University,1,1,0
103,2,公立,一般大學,0003,國立臺灣大學,340501,財務金融學系,學士班(日間),加拿大,英屬哥倫比亞大學(卑詩),University of British Columbia,1,1,0
103,2,公立,一般大學,0003,國立臺灣大學,340501,財務金融學系,學士班(日間),新加坡,新加坡國立大學,National University of Singapore,1,1,0
103,2,公立,一般大學,0003,國立臺灣大學,340501,財務金融學系,學士班(日間),新加坡,新加坡管理大學,Singapore Management University,1,0,1
103,2,公立,一般大學,0003,國立臺灣大學,340501,財務金融學系,學士班(日間),瑞士,聖加倫大學,Universität St.Gallen,1,0,1
103,2,公立,一般大學,0003,國立臺灣大學,340501,財務金融學系,學士班(日間),荷蘭,葛洛寧恩大學,University of Groningen,1,0,1
103,2,公立,一般大學,0003,國立臺灣大學,620203,動物科學技術學系,學士班(日間),美國,伊利諾大學香檳校區,University of Illinois at Urbana-Champaign (UIUC),1,0,1
103,2,公立,一般大學,0003,國立臺灣大學,620203,動物科學技術學系,學士班(日間),法國,里爾高等農業學院,Group ISA INSTITUT SUPÉRIEUR D'AGRICULTURE DE LILLE,1,1,0
103,2,公立,一般大學,0003,國立臺灣大學,620203,動物科學技術學系,學士班(日間),日本,京都大學,Kyoto University,1,0,1
103,2,公立,一般大學,0003,國立臺灣大學,760301,社會工作學系,學士班(日間),美國,加州大學柏克萊分校,"University of California, Berkeley",1,1,0
103,2,公立,一般大學,0003,國立臺灣大學,760301,社會工作學系,學士班(日間),美國,伊利諾大學,University of Illinois,1,0,1
103,2,公立,一般大學,0003,國立臺灣大學,340501,財務金融學系,學士班(日間),中國大陸,浙江大學,Zhejiang Univeristy,1,0,1
103,2,公立,一般大學,0003,國立臺灣大學,340501,財務金融學系,學士班(日間),德國,曼漢姆大學,Universität Mannheim,2,0,2
103,2,公立,一般大學,0003,國立臺灣大學,620203,動物科學技術學系,學士班(日間),俄羅斯,國立烏拉爾聯邦大學,Ural Federal University,1,0,1
103,2,公立,一般大學,0003,國立臺灣大學,620203,動物科學技術學系,學士班(日間),美國,德州農工大學,Texas A&M University,1,1,0
103,2,公立,一般大學,0003,國立臺灣大學,620203,動物科學技術學系,學士班(日間),美國,德州農工大學,Texas A&M University,1,1,0
103,2,公立,一般大學,0003,國立臺灣大學,340307,國際企業學系,學士班(日間),美國,天普大學,Temple University,1,0,1
103,2,公立,一般大學,0003,國立臺灣大學,340307,國際企業學系,學士班(日間),法國,巴黎高等政治學院,Institut d’Études Politiques de Paris (Sciences Po),1,0,1
103,2,公立,一般大學,0003,國立臺灣大學,340307,國際企業學系,學士班(日間),法國,巴黎高等商學院,Grande Ecole,1,0,1
103,2,公立,一般大學,0003,國立臺灣大學,340307,國際企業學系,學士班(日間),美國,加州大學,University of California,2,1,1
103,2,公立,一般大學,0003,國立臺灣大學,340307,國際企業學系,學士班(日間),南韓,成均館大學,Sungkyunkwan University,2,0,2
103,2,公立,一般大學,0003,國立臺灣大學,340307,國際企業學系,學士班(日間),南韓,延世大學,Yonsei University,1,0,1
103,2,公立,一般大學,0003,國立臺灣大學,340307,國際企業學系,學士班(日間),奧地利,林茲大學,Johannes Kepler Universität Linz,2,1,1
103,2,公立,一般大學,0003,國立臺灣大學,340307,國際企業學系,學士班(日間),新加坡,南洋理工大學,Nanyang Technological University,1,1,0
103,2,公立,一般大學,0003,國立臺灣大學,340307,國際企業學系,學士班(日間),土耳其,柯克大學,Koç University,1,0,1
103,2,公立,一般大學,0003,國立臺灣大學,340307,國際企業學系,學士班(日間),德國,柏林洪堡大學,Humboldt-Universität zu Berlin,2,1,1
103,2,公立,一般大學,0003,國立臺灣大學,340307,國際企業學系,學士班(日間),英國,倫敦政經學院,The London School of Economics and Political Science,1,0,1
103,2,公立,一般大學,0003,國立臺灣大學,340307,國際企業學系,學士班(日間),日本,琉球大學,University of the Ryukyus,1,1,0
103,2,公立,一般大學,0003,國立臺灣大學,340307,國際企業學系,學士班(日間),南韓,釜山大學,Pusan National University,1,0,1
103,2,公立,一般大學,0003,國立臺灣大學,340307,國際企業學系,學士班(日間),英國,曼漢姆大學,Universität Mannheim,1,0,1
103,2,公立,一般大學,0003,國立臺灣大學,340307,國際企業學系,學士班(日間),中國大陸,復旦大學,Fudan University,1,1,0
103,2,公立,一般大學,0003,國立臺灣大學,340307,國際企業學系,學士班(日間),德國,斯圖加特大學,Universität Stuttgart,1,1,0
103,2,公立,一般大學,0003,國立臺灣大學,340307,國際企業學系,學士班(日間),英國,愛丁堡大學,University of Edinburgh,1,0,1
103,2,公立,一般大學,0003,國立臺灣大學,340307,國際企業學系,學士班(日間),新加坡,新加坡管理大學,Singapore Management University,1,1,0
103,2,公立,一般大學,0003,國立臺灣大學,340307,國際企業學系,學士班(日間),美國,新澤西州立羅格斯大學,Rutgers University,2,0,2
103,2,公立,一般大學,0003,國立臺灣大學,340307,國際企業學系,學士班(日間),瑞士,聖加倫大學,University of St. Gallen,1,0,1
103,2,公立,一般大學,0003,國立臺灣大學,340307,國際企業學系,學士班(日間),德國,魯耳波洪大學,Ruhr – Universität Bochum,1,1,0
103,2,公立,一般大學,0003,國立臺灣大學,340307,國際企業學系,學士班(日間),英國,薩塞克斯大學,University of Sussex,2,1,1
103,2,公立,一般大學,0003,國立臺灣大學,621002,森林環境暨資源學系,學士班(日間),美國,加州州立大學,California State University,1,0,1
103,2,公立,一般大學,0003,國立臺灣大學,621002,森林環境暨資源學系,學士班(日間),丹麥,哥本哈根大學,University of Copenhagen,1,1,0
103,2,公立,一般大學,0003,國立臺灣大學,621002,森林環境暨資源學系,學士班(日間),澳大利亞,墨爾本大學,University of Melbourne,1,1,0
103,2,公立,一般大學,0003,國立臺灣大學,340201,會計學系,學士班(日間),美國,華盛頓實習與學術研討中心,The Washington Center for Internships and Academic Seminars,1,0,1
103,2,公立,一般大學,0003,國立臺灣大學,340201,會計學系,學士班(日間),英國,愛丁堡大學,University of Edinburgh,1,0,1
103,2,公立,一般大學,0003,國立臺灣大學,340201,會計學系,學士班(日間),新加坡,新加坡國立大學,National University of Singapore,1,0,1
103,2,公立,一般大學,0003,國立臺灣大學,310101,經濟學系,學士班(日間),日本,一橋大學,Hitotsubashi University,1,1,0
103,2,公立,一般大學,0003,國立臺灣大學,310101,經濟學系,學士班(日間),日本,大阪大學,Osaka University,1,1,0
103,2,公立,一般大學,0003,國立臺灣大學,310101,經濟學系,學士班(日間),中國大陸,山東大學,Shandong University,1,1,0
103,2,公立,一般大學,0003,國立臺灣大學,310101,經濟學系,學士班(日間),中國大陸,北京大學,Peking University,2,1,1
103,2,公立,一般大學,0003,國立臺灣大學,310101,經濟學系,學士班(日間),波蘭,多特蒙科技大學,Technische Universität Dortmund,1,0,1
103,2,公立,一般大學,0003,國立臺灣大學,310101,經濟學系,學士班(日間),日本,青山學院大學,Aoyama Gakuin University,1,0,1
103,2,公立,一般大學,0003,國立臺灣大學,310101,經濟學系,學士班(日間),香港,香港中文大學,The Chinese University of Hong Kong,1,0,1
103,2,公立,一般大學,0003,國立臺灣大學,310101,經濟學系,學士班(日間),香港,香港城市大學,City University of Hong Kong,1,0,1
103,2,公立,一般大學,0003,國立臺灣大學,310101,經濟學系,學士班(日間),香港,香港科技大學,The Hong Kong University of Science and Technology,2,2,0
103,2,公立,一般大學,0003,國立臺灣大學,310101,經濟學系,學士班(日間),英國,倫敦大學國王學院,"King's College, London",1,1,0
103,2,公立,一般大學,0003,國立臺灣大學,310101,經濟學系,學士班(日間),中國大陸,浙江大學,Zhejiang Univeristy,2,0,2
103,2,公立,一般大學,0003,國立臺灣大學,310101,經濟學系,學士班(日間),美國,紐約州立大學阿爾伯尼校區,State University of New York at Albany,1,0,1
